question,query,some_tables_in_query,only_relevant_tables,no_relevant_tables,founded_tables,method
"Führen Sie alle Namen von Fluggesellschaften und ihre Abkürzungen in ""USA"" auf.","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
Wie lauten die Namen und Abkürzungen der Fluggesellschaften in den USA?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
Führen Sie den Flughafencode und -namen in der Stadt Anthony auf.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",True,False,False,['city'],cross-encoder
"Geben Sie den Flughafencode und den Namen des Flughafens an, der der Stadt Anthony entspricht.","SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",True,False,False,"['airport', 'airports', 'city']",cross-encoder
Wie viele Fluggesellschaften haben wir?,SELECT count(*) FROM AIRLINES,True,False,False,['airlines'],cross-encoder
Wie hoch ist die Gesamtzahl der Fluggesellschaften?,SELECT count(*) FROM AIRLINES,True,False,False,['airlines'],cross-encoder
Wie viele Flughäfen haben wir?,SELECT count(*) FROM AIRPORTS,True,False,False,"['airport', 'airports']",cross-encoder
Geben Sie die Anzahl der Flughäfen zurück.,SELECT count(*) FROM AIRPORTS,True,False,False,"['airport', 'airports']",cross-encoder
Wie viele Flüge haben wir?,SELECT count(*) FROM FLIGHTS,True,False,False,['flights'],cross-encoder
Geben Sie die Anzahl der Flüge zurück.,SELECT count(*) FROM FLIGHTS,True,False,False,['flights'],cross-encoder
Welche Fluggesellschaft hat die Abkürzung 'UAL'?,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",True,False,False,['airlines'],cross-encoder
Geben Sie die Fluggesellschaft mit der Abkürzung 'UAL' an.,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",True,False,False,['airlines'],cross-encoder
Wie viele Fluggesellschaften kommen aus den USA?,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
Geben Sie die Anzahl der Fluggesellschaften in den USA zurück.,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
In welcher Stadt und in welchem Land befindet sich der Flughafen Alton?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",True,False,False,"['city', 'country', 'airport', 'airports']",cross-encoder
Geben Sie die Stadt und das Land für den Flughafen Alton an.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",True,False,False,"['city', 'country', 'airport', 'airports']",cross-encoder
Wie lautet der Flughafenname für den Flughafen 'AKO'?,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",True,False,False,"['airport', 'airports']",cross-encoder
Geben Sie den Namen des Flughafens mit dem Code 'AKO' zurück.,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",True,False,False,"['airport', 'airports']",cross-encoder
Wie lauten die Flughafennamen bei der Stadt 'Aberdeen'?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",True,False,False,['city'],cross-encoder
Wie lauten die Namen der Flughäfen in Aberdeen?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",True,False,False,"['airport', 'airports']",cross-encoder
Wie viele Flüge starten von 'APG'?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,['flights'],cross-encoder
"Zählen Sie die Anzahl der Flüge, die von 'APG' abfliegen.","SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,['flights'],cross-encoder
Wie viele Flüge haben Zielflughafen ATO?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",True,False,False,['flights'],cross-encoder
Zählen Sie die Anzahl der Flüge nach 'ATO'.,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",True,False,False,['flights'],cross-encoder
Wieviele Flüge starten von der Stadt Aberdeen?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flights', 'city']",cross-encoder
"Geben Sie die Anzahl der Flüge zurück, die von Aberdeen abgeflogen sind.","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,['flights'],cross-encoder
Wie viele Flüge kommen in der Stadt Aberdeen an?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flights', 'city']",cross-encoder
"Geben Sie die Anzahl der Flüge zurück, die in Aberdeen ankommen.","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,['flights'],cross-encoder
Wie viele Flüge gehen von der Stadt 'Aberdeen' ab und haben das Ziel Stadt 'Ashley'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",True,False,False,"['flights', 'city', 'city']",cross-encoder
Wie viele Flüge fliegen von Aberdeen nach Ashley?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",True,False,False,['flights'],cross-encoder
Wie viele Flüge hat die Fluggesellschaft 'JetBlue Airways'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",True,False,False,"['flights', 'airlines']",cross-encoder
Geben Sie die Anzahl der Flüge der Fluggesellschaft 'JetBlue Airways' an.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",True,False,False,"['flights', 'airlines']",cross-encoder
Wie viele Flüge der Fluggesellschaft 'United Airlines' gehen zum Flughafen 'ASY'?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",True,False,False,"['flights', 'airlines', 'airlines', 'airport', 'airports']",cross-encoder
"Zählen Sie die Anzahl der Flüge von United Airlines, die am Flughafen 'ASY' ankommen.","SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",True,False,False,"['flights', 'airlines', 'airport', 'airports']",cross-encoder
Wie viele 'United Airlines'-Flüge gehen vom Flughafen 'AHD' ab?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",True,False,False,"['airport', 'airports']",cross-encoder
"Geben Sie die Anzahl der United Airlines-Flüge zurück, die vom Flughafen 'AHD' abfliegen.","SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",True,False,False,"['airport', 'airports']",cross-encoder
Wie viele United Airlines-Flüge gehen in die Stadt 'Aberdeen'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",True,False,False,['city'],cross-encoder
Welche Stadt hat die meisten ankommenden Flüge?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,"['city', 'flights']",cross-encoder
Welche Stadt hat den häufigsten Zielflughafen?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,['city'],cross-encoder
Welche Stadt hat die meisten abfliegenden Flüge?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,"['city', 'flights']",cross-encoder
Welche Stadt ist der häufigste Ausgangsflughafen?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,True,False,False,['city'],cross-encoder
Wie lautet der Code des Flughafens mit der höchsten Anzahl von Flügen?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airport', 'airports']",cross-encoder
Wie lautet der Code des Flughafens mit den meisten Flügen?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airport', 'airports']",cross-encoder
Wie lautet der Code des Flughafens mit der geringsten Anzahl von Flügen?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,True,False,False,"['airport', 'airports']",cross-encoder
Geben Sie den Code des Flughafens mit den wenigsten Flügen an.,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,True,False,False,"['airport', 'airports']",cross-encoder
Welche Fluggesellschaft hat die meisten Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airlines', 'flights']",cross-encoder
Welche Fluggesellschaft bedient die meisten Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,True,False,False,"['airlines', 'flights']",cross-encoder
Finden Sie die Abkürzung und das Land der Fluggesellschaft mit der geringsten Anzahl von Flügen?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",True,False,False,"['country', 'airlines']",cross-encoder
Welches ist die Abkürzung der Fluggesellschaft mit den wenigsten Flügen und in welchem Land befindet sie sich?,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",True,False,False,"['airlines', 'country']",cross-encoder
"Welche Fluggesellschaften haben einige Flüge, die vom Flughafen 'AHD' abfliegen?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",True,False,False,"['airlines', 'flights', 'airport', 'airports']",cross-encoder
Welche Fluggesellschaften haben einen Flug mit dem Quellflughafen 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",True,False,False,"['airlines', 'flight']",cross-encoder
"Welche Fluggesellschaften haben Flüge, die am Flughafen 'AHD' ankommen?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",True,False,False,"['airlines', 'flights', 'airport', 'airports']",cross-encoder
Welche Fluggesellschaften haben einen Flug mit Zielflughafen 'AHD'?,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",True,False,False,"['airlines', 'flight']",cross-encoder
"Finden Sie alle Fluggesellschaften, die Flüge von den beiden Flughäfen 'APG' und 'CVO' haben.","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",True,False,False,"['airlines', 'flights', 'airport', 'airports']",cross-encoder
"Welche Fluggesellschaften haben Flüge, die sowohl vom Flughafen 'APG' als auch vom Flughafen 'CVO' abfliegen?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",True,False,False,"['airlines', 'flights', 'airport', 'airports', 'airport', 'airports']",cross-encoder
"Finden Sie alle Fluggesellschaften, die vom Flughafen 'CVO', aber nicht von der 'APG' abfliegen.","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",True,False,False,"['airlines', 'airport', 'airports']",cross-encoder
"Welche Fluggesellschaften haben Abflüge vom Flughafen 'CVO', aber nicht von den Flughäfen 'APG'?","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",True,False,False,"['airlines', 'airport', 'airports', 'airport', 'airports']",cross-encoder
"Finden Sie alle Fluggesellschaften, die mindestens 10 Flüge haben.",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,True,False,False,"['airlines', 'flights']",cross-encoder
Welche Fluggesellschaften haben mindestens 10 Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,True,False,False,"['airlines', 'flights']",cross-encoder
"Finden Sie alle Fluggesellschaften, die weniger als 200 Flüge haben.",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,True,False,False,"['airlines', 'flights']",cross-encoder
Welche Fluggesellschaften haben weniger als 200 Flüge?,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,True,False,False,"['airlines', 'flights']",cross-encoder
"Was sind die Flugnummern der Fluggesellschaft ""United Airlines""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",True,False,False,['airlines'],cross-encoder
"Welche Flugnummern entsprechen den Flügen der Fluggesellschaft ""United Airlines""?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",True,False,False,['airlines'],cross-encoder
"Wie sind die Flugnummern der Flüge, die vom Flughafen ""APG"" abfliegen?","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,"['flights', 'airport', 'airports']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die vom Flughafen ""APG"" abfliegen.","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,"['flights', 'airport', 'airports']",cross-encoder
"Wie sind die Flugnummern der am Flughafen ""APG"" ankommenden Flüge?","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",True,False,False,"['airport', 'airports', 'flights']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die am Flughafen ""APG"" landen.","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",True,False,False,"['flights', 'airport', 'airports']",cross-encoder
"Wie sind die Flugnummern der Flüge, die von der Stadt ""Aberdeen "" abfliegen?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flights', 'city']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die von Aberdeen abfliegen.","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,['flights'],cross-encoder
"Wie lauten die Flugnummern der Flüge, die in der Stadt ""Aberdeen"" ankommen?","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flights', 'city']",cross-encoder
"Geben Sie die Flugnummern der Flüge an, die in Aberdeen ankommen.","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,['flights'],cross-encoder
"Geben Sie die Anzahl der Flüge an, die in Aberdeen oder in Abilene landen.","SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",True,False,False,['flights'],cross-encoder
Wie viele Flüge landen in Aberdeen oder Abilene?,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",True,False,False,['flights'],cross-encoder
"Finden Sie die Namen der Flughäfen, die keine Hin- und Rückflüge haben.",SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),True,False,False,"['airport', 'airports']",cross-encoder
Welche Flughäfen haben keine abfliegenden oder ankommenden Flüge?,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),True,False,False,"['airport', 'airports', 'flights']",cross-encoder
Wie viele Mitarbeiter sind dort beschäftigt?,SELECT count(*) FROM employee,True,False,False,['employee'],cross-encoder
